org_pac_id,org_nm, measure_cd, measure_title, prf_rate
0446162697,THE ASSOCIATION OF UNIVERSITY PHYSICIANS,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,64
0446162697,THE ASSOCIATION OF UNIVERSITY PHYSICIANS,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,85
0446162697,THE ASSOCIATION OF UNIVERSITY PHYSICIANS,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,76
0648465039,CITY MEDICAL OF UPPER EAST SIDE PLLC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",
0648465039,CITY MEDICAL OF UPPER EAST SIDE PLLC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,
0648465039,CITY MEDICAL OF UPPER EAST SIDE PLLC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,
0648465039,CITY MEDICAL OF UPPER EAST SIDE PLLC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,
0648465039,CITY MEDICAL OF UPPER EAST SIDE PLLC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,
0648465039,CITY MEDICAL OF UPPER EAST SIDE PLLC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,
0749333730,CAPE PHYSICIANS ASSOCIATES PA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",67
0749333730,CAPE PHYSICIANS ASSOCIATES PA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,87
0749333730,CAPE PHYSICIANS ASSOCIATES PA,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,49
0749333730,CAPE PHYSICIANS ASSOCIATES PA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,68
0749333730,CAPE PHYSICIANS ASSOCIATES PA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,86
0749333730,CAPE PHYSICIANS ASSOCIATES PA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,71
0840104360,ALLIANCE PHYSICIANS INC,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments, and Information",59
0840104360,ALLIANCE PHYSICIANS INC,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,82
0840104360,ALLIANCE PHYSICIANS INC,CAHPS_GRP_4,CAHPS for MIPS SSM: Access to Specialists,47
0840104360,ALLIANCE PHYSICIANS INC,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,68
0840104360,ALLIANCE PHYSICIANS INC,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,83
0840104360,ALLIANCE PHYSICIANS INC,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,72
