Transakcija_ID,Datum,Kod_Proizvoda,Cena_Tekst,Količina,Ocena_Kupca,Godine_Kupca,Grad
TXN-10512,2025-07-23 00:00:00,CAT_ELEC-265, $385.77 ,1.0,3.1,49.0,Niš
TXN-10513,2025-08-31 13:00:00,CAT_BEAUTY-763,253.03,1.0,5.0,21.0,Beograd
TXN-10514,2025-05-26 15:00:00,CAT_BOOKS-259,246.61$,1.0,2.1,42.0,Zrenjanin
TXN-10515,2025-01-16 04:00:00,CAT_BEAUTY-915,190.46$,1.0,1.5,66.0,Zrenjanin
TXN-10516,2025-12-04 09:00:00,CAT_ELEC-567, $201.5 ,1.0,4.4,43.0,Kragujevac
TXN-10517,2025-05-20 01:00:00,CAT_BOOKS-553,461.65$,2.0,4.3,50.0,Niš
TXN-10518,2025-11-01 04:00:00,CAT_BOOKS-618,$472.46,1.0,1.8,55.0,Beograd
TXN-10519,2025-02-15 22:00:00,CAT_HOME-107,$317.45,2.0,1.5,58.0,Beograd
TXN-10520,2025-10-11 13:00:00,CAT_HOME-258,354.16$,4.0,3.8,33.0,Zrenjanin
TXN-10521,2025-02-10 05:00:00,CAT_BOOKS-556,22.59$,1.0,1.9,19.0,Novi Sad
TXN-10522,2025-04-18 17:00:00,CAT_HOME-162, $138.31 ,4.0,3.3,24.0,Subotica
TXN-10523,2025-06-21 21:00:00,CAT_ELEC-188,$301.85,1.0,3.5,25.0,Subotica
TXN-10524,2025-02-21 13:00:00,CAT_BOOKS-555,107.3$,2.0,1.5,54.0,Niš
TXN-10525,NEVAŽEĆI_DATUM,CAT_ELEC-570, $266.47 ,3.0,4.3,19.0,Kragujevac
TXN-10526,2025-11-11 11:00:00,CAT_BEAUTY-340, $67.78 ,1.0,5.0,20.0,Kragujevac
TXN-10527,2025-10-01 13:00:00,CAT_BEAUTY-990,304.24$,1.0,2.8,26.0,Subotica
TXN-10528,,CAT_BOOKS-800, $48.22 ,1.0,2.2,24.0,Niš
TXN-10529,2025-11-12 19:00:00,CAT_ELEC-973,336.62,1.0,2.8,38.0,Kragujevac
TXN-10530,2025-10-10 18:00:00,CAT_BEAUTY-772,$184.53,2.0,3.8,48.0,Zrenjanin
TXN-10531,2025-10-29 23:00:00,CAT_BOOKS-974,478.47,1.0,2.4,66.0,Kragujevac
TXN-10532,2025-03-26 23:00:00,CAT_BEAUTY-200,137.33$,2.0,4.3,48.0,Zrenjanin
TXN-10533,2025-01-25 18:00:00,CAT_BEAUTY-674,156.82$,2.0,2.6,37.0,Subotica
TXN-10534,2025-01-26 05:00:00,CAT_CLOTH-974,474.84$,1.0,4.0,45.0,Kragujevac
TXN-10535,2025-07-26 09:00:00,CAT_BEAUTY-576, $292.36 ,1.0,2.0,18.0,Novi Sad
TXN-10536,2025-01-17 07:00:00,CAT_BEAUTY-982, $394.72 ,2.0,1.2,29.0,Novi Sad
TXN-10537,,CAT_HOME-355,26.68$,1.0,4.4,64.0,Niš
TXN-10538,2025-10-03 14:00:00,CAT_HOME-864,16.18$,1.0,3.7,68.0,Subotica
TXN-10539,NEVAŽEĆI_DATUM,CAT_CLOTH-676,$185.5,2.0,4.6,66.0,Kragujevac
TXN-10540,2025-03-13 12:00:00,CAT_BOOKS-476,$360.54,1.0,4.7,25.0,Novi Sad
TXN-10541,2025-10-22 22:00:00,CAT_CLOTH-825,$271.66,1.0,3.3,67.0,Kragujevac
TXN-10542,2025-03-10 10:00:00,CAT_BOOKS-502,19.53$,1.0,4.7,22.0,Subotica
TXN-10543,2025-02-11 17:00:00,CAT_HOME-937,12.21,3.0,2.4,50.0,Novi Sad
TXN-10544,2025-07-19 20:00:00,CAT_BEAUTY-938,303.1,1.0,1.9,21.0,Novi Sad
TXN-10545,2025-01-26 07:00:00,CAT_CLOTH-244,431.25$,3.0,,26.0,Kragujevac
TXN-10546,2025-01-12 21:00:00,CAT_HOME-225, $88.74 ,10.0,3.4,49.0,Beograd
TXN-10547,2025-01-26 21:00:00,CAT_HOME-695,93.77$,2.0,4.6,56.0,Subotica
TXN-10548,2025-03-05 13:00:00,CAT_BEAUTY-554,$217.68,4.0,4.6,43.0,Niš
TXN-10549,NEVAŽEĆI_DATUM,CAT_CLOTH-639,126.71$,2.0,2.2,53.0,Niš
TXN-10550,2025-07-25 05:00:00,CAT_BOOKS-566, $408.69 ,1.0,2.5,27.0,Zrenjanin
TXN-10551,2025-03-24 00:00:00,CAT_HOME-502,,1.0,2.3,61.0,Novi Sad
TXN-10552,2025-01-12 00:00:00,CAT_CLOTH-767,156.32$,1.0,2.5,32.0,Zrenjanin
TXN-10553,NEVAŽEĆI_DATUM,CAT_ELEC-125,$258.83,1.0,4.6,30.0,Subotica
TXN-10554,,CAT_HOME-455,93.04$,4.0,3.9,28.0,Novi Sad
TXN-10555,2025-09-07 08:00:00,CAT_BEAUTY-853,366.97$,1.0,1.6,22.0,Niš
TXN-10556,2025-04-10 02:00:00,CAT_BEAUTY-566,$344.5,2.0,1.4,19.0,Novi Sad
TXN-10557,2025-08-06 14:00:00,CAT_BEAUTY-585,$29.85,1.0,2.7,37.0,Beograd
TXN-10558,2025-11-07 17:00:00,CAT_BEAUTY-105,$220.41,1.0,4.8,32.0,Beograd
TXN-10559,2025-08-13 04:00:00,CAT_BOOKS-254,$400.61,3.0,4.5,53.0,Subotica
TXN-10560,2025-12-29 03:00:00,CAT_CLOTH-712, $248.06 ,3.0,4.5,69.0,Beograd
TXN-10561,2025-01-01 03:00:00,CAT_ELEC-225,$223.71,1.0,2.9,24.0,Niš
TXN-10562,2025-05-24 08:00:00,CAT_BOOKS-608,$154.83,1.0,2.7,40.0,Niš
TXN-10563,NEVAŽEĆI_DATUM,CAT_BOOKS-181, $129.56 ,3.0,1.8,26.0,Novi Sad
TXN-10564,2025-02-28 18:00:00,CAT_BEAUTY-319,289.34,3.0,,42.0,Beograd
TXN-10565,2025-03-13 00:00:00,CAT_CLOTH-405,265.52,1.0,2.1,53.0,Kragujevac
TXN-10566,2025-04-14 14:00:00,CAT_ELEC-525,$20.96,1.0,4.9,36.0,Zrenjanin
TXN-10567,2025-11-27 23:00:00,CAT_ELEC-575,$172.19,3.0,3.1,53.0,Subotica
TXN-10568,2025-01-27 04:00:00,CAT_BEAUTY-806,$242.15,1.0,1.6,22.0,Subotica
TXN-10569,2025-06-21 20:00:00,CAT_BEAUTY-720, $153.95 ,4.0,4.3,55.0,Beograd
TXN-10570,2025-05-01 15:00:00,CAT_BEAUTY-783,171.23$,1.0,3.1,18.0,Kragujevac
TXN-10571,,CAT_ELEC-729,465.94,2.0,3.8,31.0,Niš
TXN-10572,2025-10-05 22:00:00,CAT_CLOTH-990,415.61,2.0,2.7,52.0,Novi Sad
TXN-10573,2025-12-09 20:00:00,CAT_HOME-374,42.32$,2.0,3.9,46.0,Novi Sad
TXN-10574,2025-06-28 17:00:00,CAT_HOME-980,369.65,2.0,2.6,52.0,Kragujevac
TXN-10575,2025-08-12 19:00:00,CAT_HOME-419, $265.4 ,1.0,4.9,64.0,Beograd
TXN-10576,2025-01-22 18:00:00,CAT_ELEC-523, $423.42 ,1.0,1.4,64.0,Beograd
TXN-10577,2025-07-04 05:00:00,CAT_ELEC-177, $368.64 ,1.0,1.5,58.0,Zrenjanin
TXN-10578,2025-07-23 22:00:00,CAT_ELEC-522,$97.23,1.0,3.9,29.0,Kragujevac
TXN-10579,2025-02-18 21:00:00,CAT_CLOTH-606,$190.23,2.0,2.0,49.0,Beograd
TXN-10580,2025-05-18 00:00:00,CAT_BEAUTY-564,499.01,1.0,4.2,31.0,Beograd
TXN-10581,NEVAŽEĆI_DATUM,CAT_ELEC-945,$352.87,1.0,2.8,45.0,Niš
TXN-10582,2025-02-06 15:00:00,CAT_HOME-204,186.21,2.0,3.2,20.0,Niš
TXN-10583,2025-12-29 02:00:00,CAT_BEAUTY-629,$173.38,3.0,1.7,58.0,Novi Sad
TXN-10584,2025-12-04 08:00:00,CAT_BEAUTY-162,$161.78,1.0,4.6,21.0,Beograd
TXN-10585,2025-07-08 14:00:00,CAT_BEAUTY-802,36.41,2.0,1.6,47.0,Niš
TXN-10586,2025-05-23 06:00:00,CAT_BEAUTY-954,485.57,2.0,3.2,36.0,Novi Sad
TXN-10587,2025-01-10 12:00:00,CAT_BOOKS-844,224.57$,1.0,4.2,37.0,Niš
TXN-10588,2025-09-01 11:00:00,CAT_ELEC-448,$114.53,2.0,1.2,28.0,Zrenjanin
TXN-10589,2025-11-15 21:00:00,CAT_BOOKS-218,91.29,1.0,4.7,58.0,Niš
TXN-10590,2025-03-10 22:00:00,CAT_BEAUTY-875,44.45,2.0,3.9,34.0,Kragujevac
TXN-10591,2025-11-23 09:00:00,CAT_CLOTH-776,333.45$,1.0,4.4,30.0,Subotica
TXN-10592,2025-06-11 10:00:00,CAT_BEAUTY-159,$424.55,2.0,2.0,46.0,
TXN-10593,2025-12-16 07:00:00,CAT_CLOTH-588, $452.63 ,1.0,1.4,23.0,Novi Sad
TXN-10594,,CAT_ELEC-442, $153.84 ,2.0,3.8,65.0,Niš
TXN-10595,2025-02-28 17:00:00,CAT_ELEC-693,437.35,1.0,,23.0,Novi Sad
TXN-10596,2025-05-10 23:00:00,CAT_BEAUTY-635,159.12,2.0,4.2,68.0,Beograd
TXN-10597,2025-12-03 05:00:00,CAT_HOME-461, $414.63 ,2.0,2.5,27.0,Zrenjanin
TXN-10598,2025-11-30 20:00:00,CAT_HOME-333,461.97,1.0,3.5,25.0,Novi Sad
TXN-10599,2025-07-10 15:00:00,CAT_CLOTH-428,$135.32,10.0,2.7,54.0,Novi Sad
TXN-10600,2025-09-02 17:00:00,CAT_BEAUTY-510,$247.99,1.0,3.3,20.0,Novi Sad
TXN-10601,2025-02-17 23:00:00,CAT_BEAUTY-780, $420.44 ,1.0,3.8,52.0,Zrenjanin
TXN-10602,2025-02-19 03:00:00,CAT_CLOTH-594, $289.53 ,1.0,4.8,49.0,Novi Sad
TXN-10603,2025-07-31 20:00:00,CAT_BOOKS-126,$150.9,4.0,2.5,31.0,Niš
TXN-10604,2025-05-20 04:00:00,CAT_BEAUTY-297,$475.07,4.0,3.0,22.0,Niš
TXN-10605,2025-01-01 18:00:00,CAT_BOOKS-959,15.42$,1.0,3.7,55.0,Niš
TXN-10606,2025-05-10 01:00:00,CAT_HOME-454,$29.13,5.0,2.3,61.0,Novi Sad
TXN-10607,2025-12-27 03:00:00,CAT_ELEC-719,345.69$,1.0,2.0,54.0,Niš
TXN-10608,2025-10-07 00:00:00,CAT_BOOKS-420,$332.12,2.0,2.2,61.0,Subotica
TXN-10609,2025-04-23 11:00:00,CAT_BEAUTY-378,$481.54,2.0,3.2,40.0,Subotica
TXN-10610,2025-09-03 00:00:00,CAT_CLOTH-708,488.73,2.0,4.7,47.0,Novi Sad
TXN-10611,2025-09-13 09:00:00,CAT_HOME-811,166.65,2.0,3.0,47.0,Novi Sad
TXN-10612,2025-04-01 06:00:00,CAT_BOOKS-418,254.1$,1.0,1.0,37.0,Zrenjanin
TXN-10613,2025-02-08 20:00:00,CAT_ELEC-427,$205.29,1.0,1.6,37.0,Novi Sad
TXN-10614,2025-06-24 20:00:00,CAT_BOOKS-572, $211.31 ,2.0,4.4,25.0,Subotica
TXN-10615,2025-07-14 07:00:00,CAT_BOOKS-547,$314.0,1.0,4.4,41.0,Beograd
TXN-10616,2025-12-25 17:00:00,CAT_HOME-432,63.02$,5.0,2.1,40.0,Novi Sad
TXN-10617,2025-10-02 09:00:00,CAT_ELEC-953, $124.56 ,1.0,3.6,28.0,Subotica
TXN-10618,2025-08-08 20:00:00,CAT_BEAUTY-514,62.44$,1.0,1.9,22.0,Niš
TXN-10619,2025-11-09 17:00:00,CAT_BEAUTY-543,,3.0,2.9,51.0,Beograd
TXN-10620,2025-09-28 21:00:00,CAT_HOME-740,264.3$,1.0,4.3,48.0,Beograd
TXN-10621,2025-07-07 15:00:00,CAT_BEAUTY-423, $408.24 ,2.0,2.6,57.0,Novi Sad
TXN-10622,2025-02-02 20:00:00,CAT_CLOTH-726,141.64$,2.0,1.4,59.0,Zrenjanin
TXN-10623,2025-09-23 02:00:00,CAT_ELEC-153, $252.96 ,1.0,2.1,27.0,Beograd
TXN-10624,2025-03-31 18:00:00,CAT_HOME-370, $435.33 ,4.0,3.2,40.0,Novi Sad
TXN-10625,2025-01-08 21:00:00,CAT_ELEC-344,478.97$,1.0,4.5,63.0,Kragujevac
TXN-10626,2025-06-01 20:00:00,CAT_ELEC-425,$64.72,2.0,1.7,62.0,Beograd
TXN-10627,2025-05-01 18:00:00,CAT_BOOKS-194,127.98$,1.0,2.9,35.0,Novi Sad
TXN-10628,2025-05-16 17:00:00,CAT_BEAUTY-902,$254.95,4.0,4.0,20.0,Niš
TXN-10629,2025-05-05 08:00:00,CAT_HOME-503, $446.09 ,3.0,3.7,53.0,Zrenjanin
TXN-10630,2025-11-08 14:00:00,CAT_ELEC-668,405.34,1.0,4.7,26.0,Novi Sad
TXN-10631,2025-08-17 10:00:00,CAT_ELEC-772,89.84,1.0,3.2,36.0,Zrenjanin
TXN-10632,2025-08-06 14:00:00,CAT_BOOKS-397,$186.48,4.0,2.6,50.0,Zrenjanin
TXN-10633,2025-08-20 19:00:00,CAT_HOME-560,$470.03,1.0,2.0,26.0,Zrenjanin
TXN-10634,2025-08-14 14:00:00,CAT_ELEC-578, $294.17 ,1.0,1.2,19.0,Zrenjanin
TXN-10635,2025-10-07 21:00:00,CAT_ELEC-254,$458.34,1.0,1.5,45.0,Novi Sad
TXN-10636,2025-05-27 05:00:00,CAT_BOOKS-597, $457.92 ,1.0,4.9,35.0,Zrenjanin
TXN-10637,2025-03-05 20:00:00,CAT_BOOKS-587, $321.85 ,1.0,4.1,68.0,Subotica
TXN-10638,2025-11-07 14:00:00,CAT_HOME-726, $412.54 ,1.0,5.0,33.0,Kragujevac
TXN-10639,NEVAŽEĆI_DATUM,CAT_ELEC-853,370.23$,1.0,1.8,46.0,Zrenjanin
TXN-10640,2025-12-02 23:00:00,CAT_ELEC-338, $152.94 ,3.0,3.0,59.0,
TXN-10641,2025-05-13 10:00:00,CAT_ELEC-321,250.92$,2.0,1.7,31.0,Kragujevac
TXN-10642,NEVAŽEĆI_DATUM,CAT_BOOKS-202, $83.69 ,1.0,4.4,18.0,Niš
TXN-10643,NEVAŽEĆI_DATUM,CAT_HOME-284,59.37$,1.0,4.6,19.0,Subotica
TXN-10644,2025-07-27 03:00:00,CAT_HOME-163, $126.58 ,3.0,3.4,29.0,Beograd
TXN-10645,2025-06-10 21:00:00,CAT_ELEC-175,,1.0,3.6,40.0,Kragujevac
TXN-10646,2025-07-22 23:00:00,CAT_BOOKS-950,85.98$,1.0,2.0,18.0,Beograd
TXN-10647,2025-06-20 11:00:00,CAT_BOOKS-605,85.83,3.0,4.2,59.0,Niš
TXN-10648,2025-01-20 09:00:00,CAT_CLOTH-193, $155.14 ,1.0,1.2,53.0,Subotica
TXN-10649,2025-01-17 13:00:00,CAT_CLOTH-597,66.9,2.0,3.7,56.0,Subotica
TXN-10650,2025-08-13 00:00:00,CAT_BOOKS-590,368.89$,1.0,,31.0,Beograd
TXN-10651,,CAT_ELEC-339,94.3$,1.0,3.7,49.0,Zrenjanin
TXN-10652,2025-01-29 13:00:00,CAT_BOOKS-675,465.28$,1.0,4.7,65.0,Novi Sad
TXN-10653,2025-05-09 19:00:00,CAT_BOOKS-248,39.54,1.0,1.3,67.0,Beograd
TXN-10654,2025-05-04 22:00:00,CAT_ELEC-805,474.85$,4.0,2.3,44.0,Novi Sad
TXN-10655,2025-04-05 21:00:00,CAT_CLOTH-420,72.62,4.0,2.4,50.0,Novi Sad
TXN-10656,2025-08-08 09:00:00,CAT_ELEC-615,344.17,2.0,4.7,25.0,Zrenjanin
TXN-10657,2025-07-21 09:00:00,CAT_ELEC-211, $346.0 ,1.0,3.9,56.0,Zrenjanin
TXN-10658,2025-06-19 18:00:00,CAT_ELEC-573, $260.78 ,2.0,5.0,49.0,Subotica
TXN-10659,NEVAŽEĆI_DATUM,CAT_CLOTH-805,$317.38,1.0,3.4,37.0,Kragujevac
TXN-10660,2025-07-27 17:00:00,CAT_BOOKS-270,333.59$,1.0,4.7,42.0,Zrenjanin
TXN-10661,NEVAŽEĆI_DATUM,CAT_ELEC-130, $497.14 ,1.0,1.0,45.0,Novi Sad
TXN-10662,2025-08-14 14:00:00,CAT_HOME-131,$107.11,1.0,4.9,31.0,Niš
TXN-10663,2025-06-24 13:00:00,CAT_BEAUTY-529,$21.7,2.0,1.5,52.0,Subotica
TXN-10664,2025-03-25 10:00:00,CAT_ELEC-102,453.94,1.0,3.5,36.0,Beograd
TXN-10665,2025-03-20 21:00:00,CAT_BEAUTY-889,,2.0,2.1,38.0,Kragujevac
TXN-10666,2025-05-03 22:00:00,CAT_BEAUTY-681,$451.89,1.0,3.3,55.0,Kragujevac
TXN-10667,2025-08-28 09:00:00,CAT_ELEC-946,$144.27,5.0,4.1,37.0,Kragujevac
TXN-10668,,CAT_BOOKS-980, $240.37 ,1.0,3.0,54.0,Subotica
TXN-10669,2025-11-22 17:00:00,CAT_BOOKS-660, $292.06 ,1.0,1.2,54.0,Zrenjanin
TXN-10670,2025-02-19 12:00:00,CAT_BEAUTY-118, $191.93 ,3.0,1.9,29.0,Novi Sad
TXN-10671,2025-10-08 05:00:00,CAT_CLOTH-730, $475.59 ,1.0,2.0,23.0,Kragujevac
TXN-10672,2025-02-10 12:00:00,CAT_ELEC-541,86.88,2.0,3.1,66.0,Novi Sad
TXN-10673,2025-06-23 17:00:00,CAT_CLOTH-409,$91.41,2.0,1.6,69.0,Niš
TXN-10674,2025-09-14 12:00:00,CAT_BEAUTY-169, $264.69 ,1.0,1.4,31.0,Beograd
TXN-10675,2025-09-07 11:00:00,CAT_CLOTH-934,302.38$,2.0,,50.0,Niš
TXN-10676,2025-05-03 09:00:00,CAT_CLOTH-701,335.9,1.0,2.3,34.0,Beograd
TXN-10677,2025-08-21 03:00:00,CAT_ELEC-164,283.55,5.0,2.8,54.0,
TXN-10678,2025-06-09 09:00:00,CAT_CLOTH-438,56.69,5.0,2.1,69.0,Beograd
TXN-10679,2025-12-10 16:00:00,CAT_BEAUTY-690,96.49$,1.0,3.0,26.0,Zrenjanin
TXN-10680,2025-09-21 18:00:00,CAT_BEAUTY-975,385.7$,2.0,2.4,59.0,Beograd
TXN-10681,2025-02-12 01:00:00,CAT_BOOKS-111,$152.27,1.0,4.2,33.0,Zrenjanin
TXN-10682,2025-08-11 13:00:00,CAT_BOOKS-143,335.31$,1.0,4.0,65.0,Beograd
TXN-10683,2025-01-31 03:00:00,CAT_CLOTH-167,$79.64,1.0,3.5,59.0,Novi Sad
TXN-10684,2025-05-02 12:00:00,CAT_BEAUTY-367, $264.57 ,1.0,3.8,53.0,Zrenjanin
TXN-10685,2025-04-24 00:00:00,CAT_BOOKS-594,$403.84,1.0,3.9,22.0,Kragujevac
TXN-10686,2025-06-10 04:00:00,CAT_BEAUTY-885,242.86,2.0,3.5,27.0,Subotica
TXN-10687,2025-12-06 10:00:00,CAT_BEAUTY-517, $403.64 ,1.0,1.3,53.0,Zrenjanin
TXN-10688,2025-05-30 02:00:00,CAT_BEAUTY-757, $281.8 ,5.0,2.0,48.0,Niš
TXN-10689,2025-05-03 16:00:00,CAT_HOME-186,301.94$,4.0,4.3,48.0,Zrenjanin
TXN-10690,,CAT_ELEC-161,101.79$,1.0,4.2,37.0,Niš
TXN-10691,2025-07-27 04:00:00,CAT_CLOTH-894,38.19$,2.0,2.3,61.0,Niš
TXN-10692,2025-05-02 01:00:00,CAT_BEAUTY-711,86.22,4.0,2.6,23.0,Kragujevac
TXN-10693,2025-05-31 01:00:00,CAT_HOME-272,322.81,3.0,2.8,58.0,Kragujevac
TXN-10694,2025-12-18 16:00:00,CAT_BEAUTY-660,$265.53,1.0,4.4,50.0,Kragujevac
TXN-10695,2025-07-14 15:00:00,CAT_ELEC-333,112.06,1.0,3.3,32.0,Niš
TXN-10696,2025-11-30 19:00:00,CAT_HOME-904,299.69$,1.0,2.8,50.0,Kragujevac
TXN-10697,2025-02-21 04:00:00,CAT_BOOKS-118,$376.32,4.0,2.7,34.0,Beograd
TXN-10698,2025-03-21 09:00:00,CAT_BOOKS-808,$446.47,5.0,1.8,23.0,Novi Sad
TXN-10699,2025-04-18 15:00:00,CAT_BEAUTY-175, $97.06 ,2.0,4.0,32.0,Subotica
TXN-10700,2025-05-09 14:00:00,CAT_HOME-590, $156.01 ,4.0,1.3,66.0,Kragujevac
TXN-10701,2025-11-28 03:00:00,CAT_BEAUTY-423,$479.93,1.0,3.2,34.0,Subotica
TXN-10702,2025-01-17 07:00:00,CAT_CLOTH-270, $408.95 ,1.0,4.8,49.0,Zrenjanin
TXN-10703,NEVAŽEĆI_DATUM,CAT_HOME-307,211.82,1.0,4.7,55.0,Niš
TXN-10704,2025-01-25 12:00:00,CAT_HOME-378,,1.0,2.0,63.0,Novi Sad
TXN-10705,2025-03-31 06:00:00,CAT_ELEC-897,,4.0,1.3,50.0,Zrenjanin
TXN-10706,2025-10-30 10:00:00,CAT_BEAUTY-121,$96.75,1.0,2.9,67.0,Kragujevac
TXN-10707,2025-02-09 00:00:00,CAT_BOOKS-662,281.42$,2.0,3.0,63.0,Subotica
TXN-10708,2025-07-08 21:00:00,CAT_BEAUTY-348,479.03$,1.0,2.1,33.0,
TXN-10709,NEVAŽEĆI_DATUM,CAT_CLOTH-151,$348.9,1.0,1.9,23.0,Kragujevac
TXN-10710,2025-05-19 15:00:00,CAT_BEAUTY-537,37.87,1.0,2.1,67.0,Zrenjanin
TXN-10711,2025-03-10 09:00:00,CAT_HOME-229,227.66,2.0,3.7,26.0,Beograd
TXN-10712,2025-07-21 08:00:00,CAT_CLOTH-885,$378.61,1.0,1.2,38.0,Subotica
TXN-10713,2025-12-26 07:00:00,CAT_HOME-188,469.18,3.0,4.9,64.0,Kragujevac
TXN-10714,2025-12-12 20:00:00,CAT_CLOTH-573, $315.06 ,1.0,4.5,32.0,Kragujevac
TXN-10715,2025-12-31 07:00:00,CAT_HOME-890,$350.25,2.0,4.5,30.0,Beograd
TXN-10716,2025-11-21 12:00:00,CAT_CLOTH-452, $198.22 ,2.0,2.0,34.0,Beograd
TXN-10717,2025-08-15 16:00:00,CAT_BEAUTY-353,119.87$,1.0,,52.0,Kragujevac
TXN-10718,2025-10-25 20:00:00,CAT_HOME-142,,1.0,,21.0,Niš
TXN-10719,2025-03-12 15:00:00,CAT_CLOTH-195, $265.93 ,1.0,4.8,58.0,Novi Sad
TXN-10720,2025-06-12 01:00:00,CAT_CLOTH-204,312.43,1.0,4.6,22.0,Zrenjanin
TXN-10721,2025-11-04 22:00:00,CAT_ELEC-406,440.8$,2.0,2.5,37.0,Novi Sad
TXN-10722,2025-08-17 09:00:00,CAT_BOOKS-351, $83.12 ,1.0,1.8,43.0,Zrenjanin
TXN-10723,2025-03-31 03:00:00,CAT_BOOKS-229,278.63,5.0,4.2,64.0,Novi Sad
TXN-10724,2025-10-14 01:00:00,CAT_BOOKS-910,$129.97,3.0,3.8,25.0,Subotica
TXN-10725,2025-02-20 23:00:00,CAT_BEAUTY-673,$73.59,4.0,4.5,65.0,Zrenjanin
TXN-10726,2025-03-04 16:00:00,CAT_BOOKS-186,$475.34,3.0,3.2,48.0,
TXN-10727,2025-05-13 07:00:00,CAT_HOME-899,346.41,4.0,4.0,31.0,Novi Sad
TXN-10728,2025-04-11 09:00:00,CAT_HOME-988, $359.34 ,2.0,4.1,63.0,Beograd
TXN-10729,2025-12-19 04:00:00,CAT_BEAUTY-510, $239.96 ,4.0,4.5,44.0,Beograd
TXN-10730,2025-06-01 06:00:00,CAT_ELEC-868,$465.12,3.0,1.4,54.0,Beograd
TXN-10731,2025-04-17 23:00:00,CAT_CLOTH-487,42.57,2.0,4.8,68.0,Beograd
TXN-10732,2025-09-07 17:00:00,CAT_CLOTH-817,267.22,2.0,1.1,41.0,Subotica
TXN-10733,2025-11-20 01:00:00,CAT_BOOKS-225,$468.5,2.0,,60.0,Kragujevac
TXN-10734,2025-09-21 00:00:00,CAT_CLOTH-609,343.76$,1.0,2.0,41.0,Zrenjanin
TXN-10735,2025-10-16 01:00:00,CAT_BOOKS-822,$322.73,1.0,1.6,21.0,Niš
TXN-10736,2025-10-16 06:00:00,CAT_HOME-793,23.88,10.0,3.0,44.0,Subotica
TXN-10737,2025-07-30 19:00:00,CAT_BEAUTY-815,366.63$,1.0,1.4,21.0,Kragujevac
TXN-10738,2025-12-28 15:00:00,CAT_HOME-397,85.69$,1.0,4.7,35.0,
TXN-10739,2025-04-13 14:00:00,CAT_BEAUTY-883, $450.92 ,1.0,1.9,66.0,Beograd
TXN-10740,2025-06-25 05:00:00,CAT_HOME-267, $40.29 ,2.0,2.1,42.0,Beograd
TXN-10741,2025-08-11 16:00:00,CAT_CLOTH-814,,4.0,4.9,61.0,Subotica
TXN-10742,2025-10-27 21:00:00,CAT_BEAUTY-596,,1.0,5.0,35.0,Beograd
TXN-10743,2025-10-31 18:00:00,CAT_BOOKS-908,20.47$,3.0,2.9,24.0,Beograd
TXN-10744,2025-07-07 08:00:00,CAT_BEAUTY-630,418.01$,2.0,1.5,52.0,Niš
TXN-10745,2025-07-31 21:00:00,CAT_CLOTH-875, $26.9 ,1.0,4.6,29.0,Subotica
TXN-10746,2025-05-26 02:00:00,CAT_BOOKS-938, $68.91 ,1.0,5.0,45.0,Kragujevac
TXN-10747,2025-01-13 05:00:00,CAT_BOOKS-296,466.35$,2.0,1.8,66.0,Subotica
TXN-10748,2025-10-29 22:00:00,CAT_CLOTH-840,445.61,1.0,1.2,42.0,Niš
TXN-10749,2025-08-16 19:00:00,CAT_BOOKS-677, $130.27 ,2.0,1.3,39.0,Zrenjanin
TXN-10750,2025-08-01 03:00:00,CAT_HOME-727,53.09,5.0,1.2,60.0,Niš
TXN-10751,2025-06-26 16:00:00,CAT_BOOKS-543,,1.0,3.1,42.0,Niš
TXN-10752,2025-12-12 20:00:00,CAT_BEAUTY-754,$497.51,10.0,4.1,30.0,Beograd
TXN-10753,2025-04-13 04:00:00,CAT_HOME-732, $232.72 ,4.0,2.6,53.0,Subotica
TXN-10754,2025-11-17 15:00:00,CAT_BOOKS-246,$118.34,2.0,1.3,30.0,Beograd
TXN-10755,2025-09-10 01:00:00,CAT_BOOKS-904,430.2,2.0,2.7,51.0,Kragujevac
TXN-10756,2025-11-04 10:00:00,CAT_HOME-659,399.48$,2.0,2.2,51.0,Beograd
TXN-10757,2025-10-21 08:00:00,CAT_BOOKS-915,$51.15,1.0,3.5,27.0,Beograd
TXN-10758,2025-11-20 12:00:00,CAT_BOOKS-314, $74.22 ,1.0,3.1,46.0,Novi Sad
TXN-10759,2025-11-17 22:00:00,CAT_BOOKS-206,235.12,3.0,2.9,25.0,Subotica
TXN-10760,2025-04-21 12:00:00,CAT_BOOKS-424,32.93,4.0,3.0,39.0,Zrenjanin
TXN-10761,2025-10-01 07:00:00,CAT_ELEC-731,$400.02,2.0,4.5,22.0,Novi Sad
TXN-10762,2025-04-12 06:00:00,CAT_BEAUTY-383,$44.86,1.0,4.3,32.0,Novi Sad
TXN-10763,2025-12-20 10:00:00,CAT_BOOKS-380,214.24,2.0,4.4,33.0,Niš
TXN-10764,2025-01-26 12:00:00,CAT_BOOKS-859,$127.32,1.0,1.2,24.0,Zrenjanin
TXN-10765,2025-08-15 05:00:00,CAT_BEAUTY-175,$418.21,1.0,3.1,62.0,Niš
TXN-10766,2025-10-14 00:00:00,CAT_BEAUTY-991,38.26$,1.0,3.8,67.0,Subotica
TXN-10767,2025-06-25 03:00:00,CAT_BEAUTY-574,385.54$,1.0,4.1,24.0,Niš
