ID_Porudzbine,Datum,Proizvod,Kategorija,Kolicina,Prodajna_Cena,Nabavna_Cena,Grad
ORD_10557,2025-09-12,Slusalice ANC,Periferije,1.0,94.13 RSD,50,Nis
ORD_10558,2025-07-08,Slusalice ANC,Periferije,2.0,110.11 RSD,50,Kragujevac
ORD_10559,2026-01-15,HP Pavilion Gaming,Elektronika,,925.36 RSD,680,Subotica
ORD_10560,2025-08-30,Samsung S24 Ultra,Elektronika,1.0,1288.06 RSD,900,Beograd
ORD_10561,2026-02-16,Laptop ASUS ZenBook,Elektronika,5.0,981.85 RSD,750,Nis
ORD_10562,2025-05-08,Samsung S24 Ultra,Elektronika,3.0,1140.46 RSD,900,Novi Sad
ORD_10563,2025-07-10,HP Pavilion Gaming,Elektronika,5.0,810.26 RSD,680,Subotica
ORD_10564,2026-02-16,iPhone 15 Pro,Elektronika,,1104.14 RSD,850,Nis
ORD_10565,2026-03-20,HP Pavilion Gaming,Elektronika,4.0,919.58 RSD,680,Novi Sad
ORD_10566,2025-08-22,HP Pavilion Gaming,Elektronika,5.0,882.03,680,Kragujevac
ORD_10567,2025-05-05,Radni Sto Podesivi,Namestaj,5.0,234.37 RSD,120,Nis
ORD_10568,2026-01-25,Samsung S24 Ultra,Elektronika,5.0,1340.08 RSD,900,Nis
ORD_10569,2025-10-05,Laptop ASUS ZenBook,Elektronika,2.0,1011.62 RSD,750,Subotica
ORD_10570,2026-01-24,Kancelarijska Stolica,Namestaj,1.0,142.92 RSD,70,
ORD_10571,2025-04-16,Radni Sto Podesivi,Namestaj,1.0,251.68 RSD,120,Nis
ORD_10572,2025-12-31,Laptop ASUS ZenBook,Elektronika,,1022.24 RSD,750,Beograd
ORD_10573,2025-12-25,Dell Monitor 27,Elektronika,4.0,292.33 RSD,180,
ORD_10574,2025-02-18,HP Pavilion Gaming,Elektronika,5.0,971.35 RSD,680,Nis
ORD_10575,2025-10-18,HP Pavilion Gaming,Elektronika,5.0,987.91,680,Beograd
ORD_10576,2025-05-14,Samsung S24 Ultra,Elektronika,3.0,1143.24 RSD,900,Nis
ORD_10577,2025-08-20,Kancelarijska Stolica,Namestaj,3.0,155.3 RSD,70,Beograd
ORD_10578,2025-02-25,iPhone 15 Pro,Elektronika,5.0,1138.11 RSD,850,Nis
ORD_10579,2025-03-03,Kancelarijska Stolica,Namestaj,4.0,135.25 RSD,70,Beograd
ORD_10580,2025-08-26,Gaming Mis RGB,Periferije,3.0,47.09 RSD,20,Beograd
ORD_10581,2025-01-21,Radni Sto Podesivi,Namestaj,5.0,261.5 RSD,120,Beograd
ORD_10582,2025-07-02,HP Pavilion Gaming,Elektronika,,901.1 RSD,680,Novi Sad
ORD_10583,2025-01-16,Radni Sto Podesivi,Namestaj,2.0,228.94 RSD,120,Kragujevac
ORD_10584,2025-02-18,Dell Monitor 27,Elektronika,2.0,293.0 RSD,180,Beograd
ORD_10585,2025-02-01,HP Pavilion Gaming,Elektronika,1.0,853.13 RSD,680,Beograd
ORD_10586,2025-07-10,Samsung S24 Ultra,Elektronika,4.0,1124.72 RSD,900,Subotica
ORD_10587,2025-05-13,Slusalice ANC,Periferije,5.0,96.34 RSD,50,Subotica
ORD_10588,2026-02-19,Samsung S24 Ultra,Elektronika,4.0,1138.29 RSD,900,Novi Sad
ORD_10589,2025-08-25,HP Pavilion Gaming,Elektronika,1.0,836.36,680,Nis
ORD_10590,2025-01-16,Mehanicka Tastatura,Periferije,4.0,70.22 RSD,35,Novi Sad
ORD_10591,2025-05-21,Samsung S24 Ultra,Elektronika,2.0,1271.63 RSD,900,Subotica
ORD_10592,2025-11-12,Slusalice ANC,Periferije,5.0,97.5 RSD,50,Nis
ORD_10593,2025-02-01,Dell Monitor 27,Elektronika,4.0,275.74,180,Nis
ORD_10594,2025-05-08,Samsung S24 Ultra,Elektronika,5.0,1338.16 RSD,900,Subotica
ORD_10595,2025-09-03,Mehanicka Tastatura,Periferije,3.0,75.58 RSD,35,Kragujevac
ORD_10596,2025-07-18,Dell Monitor 27,Elektronika,,295.05 RSD,180,Kragujevac
ORD_10597,2026-02-20,Samsung S24 Ultra,Elektronika,1.0,1149.8 RSD,900,Nis
ORD_10598,2026-01-28,Dell Monitor 27,Elektronika,3.0,266.54 RSD,180,Beograd
ORD_10599,2025-12-03,HP Pavilion Gaming,Elektronika,2.0,815.27 RSD,680,
ORD_10600,2025-10-22,Laptop ASUS ZenBook,Elektronika,2.0,972.17 RSD,750,Novi Sad
ORD_10601,2025-05-02,iPhone 15 Pro,Elektronika,2.0,1086.86 RSD,850,
ORD_10602,2025-01-15,Kancelarijska Stolica,Namestaj,5.0,132.81 RSD,70,Kragujevac
ORD_10603,2025-10-16,Slusalice ANC,Periferije,2.0,95.45 RSD,50,Nis
ORD_10604,2025-03-31,Dell Monitor 27,Elektronika,3.0,262.24 RSD,180,Beograd
ORD_10605,2025-01-11,Slusalice ANC,Periferije,,103.64 RSD,50,Kragujevac
ORD_10606,2025-06-24,Samsung S24 Ultra,Elektronika,2.0,1158.65 RSD,900,Novi Sad
ORD_10607,2025-03-17,Laptop ASUS ZenBook,Elektronika,1.0,1015.14 RSD,750,Subotica
ORD_10608,2025-02-07,Dell Monitor 27,Elektronika,3.0,285.21 RSD,180,Nis
ORD_10609,2025-06-22,Slusalice ANC,Periferije,1.0,108.69 RSD,50,Beograd
ORD_10610,2025-11-29,Mehanicka Tastatura,Periferije,4.0,68.63 RSD,35,Kragujevac
ORD_10611,2025-04-25,Slusalice ANC,Periferije,3.0,111.09 RSD,50,Nis
ORD_10612,2025-03-07,Radni Sto Podesivi,Namestaj,,243.9 RSD,120,
ORD_10613,2026-03-12,Slusalice ANC,Periferije,4.0,95.3 RSD,50,Subotica
ORD_10614,2025-06-12,iPhone 15 Pro,Elektronika,5.0,1229.66 RSD,850,Beograd
ORD_10615,2025-09-12,Slusalice ANC,Periferije,1.0,113.76 RSD,50,Beograd
ORD_10616,2025-03-27,Kancelarijska Stolica,Namestaj,3.0,129.33 RSD,70,
ORD_10617,2025-01-06,Kancelarijska Stolica,Namestaj,4.0,135.81 RSD,70,Subotica
ORD_10618,2026-02-07,Kancelarijska Stolica,Namestaj,,151.69 RSD,70,Nis
ORD_10619,2025-03-27,Gaming Mis RGB,Periferije,4.0,49.98 RSD,20,Nis
ORD_10620,2025-07-12,Kancelarijska Stolica,Namestaj,5.0,133.04 RSD,70,Kragujevac
ORD_10621,2025-08-20,Samsung S24 Ultra,Elektronika,2.0,1159.43,900,Novi Sad
ORD_10622,2025-05-14,Laptop ASUS ZenBook,Elektronika,3.0,1016.5 RSD,750,Beograd
ORD_10623,2026-01-10,Mehanicka Tastatura,Periferije,2.0,75.75,35,Subotica
ORD_10624,2025-11-11,Kancelarijska Stolica,Namestaj,5.0,146.05 RSD,70,Nis
ORD_10625,2025-08-11,iPhone 15 Pro,Elektronika,5.0,1108.54 RSD,850,Beograd
ORD_10626,2025-12-23,Samsung S24 Ultra,Elektronika,4.0,1225.26 RSD,900,Kragujevac
ORD_10627,2025-06-02,Radni Sto Podesivi,Namestaj,,249.87 RSD,120,Kragujevac
ORD_10628,2025-03-20,Dell Monitor 27,Elektronika,,257.2,180,Subotica
ORD_10629,2025-09-03,Radni Sto Podesivi,Namestaj,,225.12 RSD,120,Beograd
ORD_10630,2025-08-31,Radni Sto Podesivi,Namestaj,1.0,248.17 RSD,120,Nis
ORD_10631,2025-12-05,Gaming Mis RGB,Periferije,4.0,51.45 RSD,20,Nis
ORD_10632,2025-07-15,iPhone 15 Pro,Elektronika,3.0,1142.8 RSD,850,Novi Sad
ORD_10633,2025-05-15,Gaming Mis RGB,Periferije,4.0,47.82 RSD,20,Subotica
ORD_10634,2025-02-13,iPhone 15 Pro,Elektronika,1.0,1045.72 RSD,850,Nis
ORD_10635,2025-10-11,Slusalice ANC,Periferije,2.0,103.34,50,Kragujevac
ORD_10636,2025-12-18,Mehanicka Tastatura,Periferije,5.0,76.52 RSD,35,Beograd
ORD_10637,2025-02-10,Gaming Mis RGB,Periferije,3.0,44.92 RSD,20,Subotica
ORD_10638,2025-09-22,Dell Monitor 27,Elektronika,5.0,271.15 RSD,180,Kragujevac
ORD_10639,2026-01-23,iPhone 15 Pro,Elektronika,1.0,1110.55 RSD,850,Beograd
ORD_10640,2025-03-06,Samsung S24 Ultra,Elektronika,2.0,1110.22,900,
ORD_10641,2026-02-26,Mehanicka Tastatura,Periferije,2.0,73.15 RSD,35,Novi Sad
ORD_10642,2025-02-14,Kancelarijska Stolica,Namestaj,1.0,133.84 RSD,70,Novi Sad
ORD_10643,2025-08-23,Radni Sto Podesivi,Namestaj,,228.87 RSD,120,
ORD_10644,2025-09-25,Slusalice ANC,Periferije,5.0,96.13 RSD,50,Beograd
ORD_10645,2025-10-29,iPhone 15 Pro,Elektronika,5.0,1233.73 RSD,850,Subotica
ORD_10646,2026-02-04,HP Pavilion Gaming,Elektronika,5.0,920.28 RSD,680,Kragujevac
ORD_10647,2025-05-16,Kancelarijska Stolica,Namestaj,4.0,147.87 RSD,70,Kragujevac
ORD_10648,2025-03-30,Gaming Mis RGB,Periferije,1.0,50.39 RSD,20,Kragujevac
ORD_10649,2025-07-22,Mehanicka Tastatura,Periferije,1.0,75.98 RSD,35,Beograd
ORD_10650,2025-05-18,Laptop ASUS ZenBook,Elektronika,,954.12 RSD,750,Novi Sad
ORD_10651,2026-03-08,Radni Sto Podesivi,Namestaj,3.0,239.36 RSD,120,Subotica
ORD_10652,2025-06-03,Samsung S24 Ultra,Elektronika,2.0,1257.58 RSD,900,Novi Sad
ORD_10653,2025-11-06,Radni Sto Podesivi,Namestaj,4.0,249.77 RSD,120,Beograd
ORD_10654,2026-01-24,Mehanicka Tastatura,Periferije,4.0,74.91 RSD,35,Subotica
ORD_10655,2025-02-03,Dell Monitor 27,Elektronika,2.0,262.65 RSD,180,Beograd
ORD_10656,2025-01-15,Dell Monitor 27,Elektronika,5.0,272.03 RSD,180,Beograd
ORD_10657,2025-01-17,Laptop ASUS ZenBook,Elektronika,2.0,1014.88 RSD,750,
ORD_10658,2025-07-08,Samsung S24 Ultra,Elektronika,3.0,1272.94 RSD,900,
ORD_10659,2025-05-04,HP Pavilion Gaming,Elektronika,1.0,915.95 RSD,680,Beograd
ORD_10660,2025-10-10,Gaming Mis RGB,Periferije,5.0,46.06 RSD,20,Novi Sad
ORD_10661,2025-01-15,HP Pavilion Gaming,Elektronika,3.0,994.94 RSD,680,Kragujevac
ORD_10662,2025-11-28,Samsung S24 Ultra,Elektronika,2.0,1262.5 RSD,900,
ORD_10663,2025-01-11,Mehanicka Tastatura,Periferije,5.0,71.8 RSD,35,
ORD_10664,2025-03-09,Laptop ASUS ZenBook,Elektronika,4.0,957.39 RSD,750,Subotica
ORD_10665,2025-11-08,Samsung S24 Ultra,Elektronika,3.0,1144.74 RSD,900,
ORD_10666,2025-07-12,Radni Sto Podesivi,Namestaj,4.0,224.8 RSD,120,Beograd
ORD_10667,2025-12-13,Gaming Mis RGB,Periferije,3.0,44.11 RSD,20,Kragujevac
ORD_10668,2025-09-19,HP Pavilion Gaming,Elektronika,1.0,842.95 RSD,680,Novi Sad
ORD_10669,2025-11-08,Dell Monitor 27,Elektronika,5.0,272.11 RSD,180,Nis
ORD_10670,2025-05-22,HP Pavilion Gaming,Elektronika,3.0,840.44 RSD,680,Novi Sad
ORD_10671,2025-03-18,Radni Sto Podesivi,Namestaj,2.0,257.34 RSD,120,Subotica
ORD_10672,2025-12-05,Slusalice ANC,Periferije,4.0,95.27 RSD,50,Subotica
ORD_10673,2025-05-13,Gaming Mis RGB,Periferije,3.0,47.75 RSD,20,
ORD_10674,2025-12-29,Laptop ASUS ZenBook,Elektronika,5.0,1025.29 RSD,750,Novi Sad
ORD_10675,2025-11-23,Samsung S24 Ultra,Elektronika,5.0,1360.42 RSD,900,
ORD_10676,2025-06-03,Kancelarijska Stolica,Namestaj,5.0,130.86 RSD,70,Kragujevac
ORD_10677,2025-02-19,iPhone 15 Pro,Elektronika,3.0,1115.49 RSD,850,
ORD_10678,2025-12-15,Dell Monitor 27,Elektronika,2.0,313.17 RSD,180,Beograd
ORD_10679,2026-01-17,Kancelarijska Stolica,Namestaj,2.0,153.47 RSD,70,Novi Sad
ORD_10680,2025-10-27,Kancelarijska Stolica,Namestaj,3.0,152.01 RSD,70,Nis
ORD_10681,2025-10-25,Laptop ASUS ZenBook,Elektronika,5.0,991.74 RSD,750,Beograd
ORD_10682,2026-03-21,Dell Monitor 27,Elektronika,1.0,265.25 RSD,180,Nis
ORD_10683,2025-03-12,Laptop ASUS ZenBook,Elektronika,2.0,1082.1 RSD,750,Kragujevac
ORD_10684,2025-06-11,Gaming Mis RGB,Periferije,2.0,51.79 RSD,20,Subotica
ORD_10685,2025-11-20,Gaming Mis RGB,Periferije,3.0,48.07 RSD,20,Subotica
ORD_10686,2025-05-21,Laptop ASUS ZenBook,Elektronika,4.0,1060.75 RSD,750,Kragujevac
ORD_10687,2026-02-07,iPhone 15 Pro,Elektronika,4.0,1087.19 RSD,850,Kragujevac
ORD_10688,2025-07-26,Mehanicka Tastatura,Periferije,4.0,80.31 RSD,35,Subotica
ORD_10689,2025-04-13,Laptop ASUS ZenBook,Elektronika,5.0,976.15 RSD,750,Novi Sad
ORD_10690,2025-01-10,Dell Monitor 27,Elektronika,2.0,274.42 RSD,180,Beograd
ORD_10691,2025-06-09,Samsung S24 Ultra,Elektronika,3.0,1215.61 RSD,900,Kragujevac
ORD_10692,2025-02-03,Radni Sto Podesivi,Namestaj,2.0,237.88 RSD,120,Novi Sad
ORD_10693,2025-11-02,Gaming Mis RGB,Periferije,5.0,44.92 RSD,20,
ORD_10694,2025-09-08,iPhone 15 Pro,Elektronika,3.0,1047.56 RSD,850,Nis
ORD_10695,2025-04-25,Laptop ASUS ZenBook,Elektronika,2.0,1069.34 RSD,750,
ORD_10696,2025-09-16,Laptop ASUS ZenBook,Elektronika,5.0,998.5 RSD,750,
ORD_10697,2026-03-25,Laptop ASUS ZenBook,Elektronika,4.0,1062.87 RSD,750,Kragujevac
ORD_10698,2025-01-25,Laptop ASUS ZenBook,Elektronika,5.0,968.96 RSD,750,Subotica
ORD_10699,2025-08-02,Laptop ASUS ZenBook,Elektronika,1.0,1040.85 RSD,750,Novi Sad
ORD_10700,2025-04-16,Gaming Mis RGB,Periferije,2.0,47.83 RSD,20,Novi Sad
ORD_10701,2025-12-06,Mehanicka Tastatura,Periferije,1.0,68.83 RSD,35,
ORD_10702,2026-03-02,iPhone 15 Pro,Elektronika,4.0,1100.79 RSD,850,Kragujevac
ORD_10703,2025-02-28,HP Pavilion Gaming,Elektronika,3.0,833.04 RSD,680,Kragujevac
ORD_10704,2026-03-02,Samsung S24 Ultra,Elektronika,3.0,1121.48 RSD,900,
ORD_10705,2025-03-24,Mehanicka Tastatura,Periferije,3.0,83.84,35,Beograd
ORD_10706,2025-05-01,Gaming Mis RGB,Periferije,3.0,45.72,20,Subotica
ORD_10707,2025-03-18,Slusalice ANC,Periferije,4.0,111.32 RSD,50,Subotica
ORD_10708,2025-11-26,HP Pavilion Gaming,Elektronika,3.0,855.88 RSD,680,Novi Sad
ORD_10709,2025-01-26,Radni Sto Podesivi,Namestaj,4.0,246.58,120,Subotica
ORD_10710,2026-02-15,Radni Sto Podesivi,Namestaj,3.0,250.51 RSD,120,Subotica
ORD_10711,2025-01-05,HP Pavilion Gaming,Elektronika,1.0,920.67 RSD,680,Beograd
ORD_10712,2025-08-13,Kancelarijska Stolica,Namestaj,3.0,141.65 RSD,70,
ORD_10713,2026-02-22,HP Pavilion Gaming,Elektronika,3.0,885.75 RSD,680,Nis
ORD_10714,2026-03-04,Gaming Mis RGB,Periferije,3.0,45.99 RSD,20,Nis
ORD_10715,2025-03-09,iPhone 15 Pro,Elektronika,1.0,1243.09 RSD,850,Beograd
ORD_10716,2025-10-30,HP Pavilion Gaming,Elektronika,4.0,965.32 RSD,680,Nis
ORD_10717,2025-07-14,iPhone 15 Pro,Elektronika,5.0,1251.61 RSD,850,
ORD_10718,2025-09-07,iPhone 15 Pro,Elektronika,4.0,1049.83 RSD,850,Subotica
ORD_10719,2025-12-02,HP Pavilion Gaming,Elektronika,3.0,946.36 RSD,680,
ORD_10720,2026-01-06,Dell Monitor 27,Elektronika,5.0,311.3 RSD,180,
ORD_10721,2025-09-25,Kancelarijska Stolica,Namestaj,5.0,132.94 RSD,70,Nis
ORD_10722,2025-06-27,Samsung S24 Ultra,Elektronika,4.0,1122.29 RSD,900,Beograd
ORD_10723,2025-01-28,Dell Monitor 27,Elektronika,5.0,299.47,180,Kragujevac
ORD_10724,2026-03-22,Gaming Mis RGB,Periferije,4.0,48.24 RSD,20,Novi Sad
ORD_10725,2025-05-23,Samsung S24 Ultra,Elektronika,3.0,1323.88,900,
ORD_10726,2026-02-23,Mehanicka Tastatura,Periferije,4.0,70.24 RSD,35,Kragujevac
ORD_10727,2026-03-15,Gaming Mis RGB,Periferije,1.0,50.45 RSD,20,Nis
ORD_10728,2025-07-26,Laptop ASUS ZenBook,Elektronika,1.0,979.36 RSD,750,Subotica
ORD_10729,2025-11-13,HP Pavilion Gaming,Elektronika,5.0,838.59 RSD,680,Kragujevac
ORD_10730,2025-06-24,Samsung S24 Ultra,Elektronika,4.0,1147.71 RSD,900,Beograd
ORD_10731,2025-10-14,Gaming Mis RGB,Periferije,3.0,50.65 RSD,20,
ORD_10732,2025-02-28,Kancelarijska Stolica,Namestaj,4.0,147.46,70,Subotica
ORD_10733,2026-03-01,Kancelarijska Stolica,Namestaj,3.0,143.19 RSD,70,Kragujevac
ORD_10734,2025-12-26,Dell Monitor 27,Elektronika,3.0,276.53 RSD,180,Nis
ORD_10735,2025-02-24,iPhone 15 Pro,Elektronika,4.0,1230.53 RSD,850,Subotica
ORD_10736,2025-08-23,Mehanicka Tastatura,Periferije,2.0,74.28 RSD,35,Novi Sad
ORD_10737,2025-01-24,HP Pavilion Gaming,Elektronika,4.0,962.65 RSD,680,Kragujevac
ORD_10738,2025-08-23,HP Pavilion Gaming,Elektronika,4.0,890.94 RSD,680,Beograd
ORD_10739,2025-09-29,Gaming Mis RGB,Periferije,1.0,46.27 RSD,20,Nis
ORD_10740,2025-09-18,Slusalice ANC,Periferije,4.0,103.68 RSD,50,
ORD_10741,2026-01-10,Slusalice ANC,Periferije,2.0,100.13 RSD,50,
ORD_10742,2025-06-14,Slusalice ANC,Periferije,5.0,109.95 RSD,50,Kragujevac
ORD_10743,2025-07-23,Samsung S24 Ultra,Elektronika,3.0,1235.71 RSD,900,Nis
ORD_10744,2025-07-31,iPhone 15 Pro,Elektronika,2.0,1075.73 RSD,850,Kragujevac
ORD_10745,2026-03-17,Radni Sto Podesivi,Namestaj,5.0,257.48 RSD,120,Kragujevac
ORD_10746,2025-04-18,Samsung S24 Ultra,Elektronika,2.0,1204.81 RSD,900,Novi Sad
ORD_10747,2025-09-15,iPhone 15 Pro,Elektronika,2.0,1150.45 RSD,850,
ORD_10748,2025-10-15,HP Pavilion Gaming,Elektronika,3.0,979.73 RSD,680,
ORD_10749,2025-05-27,Mehanicka Tastatura,Periferije,5.0,77.99 RSD,35,Subotica
ORD_10750,2025-01-13,Dell Monitor 27,Elektronika,1.0,262.01 RSD,180,Subotica
ORD_10751,2026-01-20,Samsung S24 Ultra,Elektronika,3.0,1349.36 RSD,900,
ORD_10752,2026-03-06,Radni Sto Podesivi,Namestaj,2.0,243.89,120,Beograd
ORD_10753,2025-07-03,Dell Monitor 27,Elektronika,1.0,275.09 RSD,180,
ORD_10754,2026-01-16,Dell Monitor 27,Elektronika,2.0,263.36 RSD,180,Kragujevac
ORD_10755,2025-07-15,Radni Sto Podesivi,Namestaj,1.0,252.2 RSD,120,
ORD_10756,2025-01-28,Kancelarijska Stolica,Namestaj,5.0,146.1,70,Kragujevac
ORD_10757,2025-11-21,Gaming Mis RGB,Periferije,2.0,47.83 RSD,20,Kragujevac
ORD_10758,2025-04-11,Dell Monitor 27,Elektronika,5.0,308.63 RSD,180,Novi Sad
ORD_10759,2025-12-16,Gaming Mis RGB,Periferije,2.0,50.39,20,
ORD_10760,2025-07-13,Dell Monitor 27,Elektronika,1.0,264.1,180,Novi Sad
ORD_10761,2025-10-27,iPhone 15 Pro,Elektronika,,1094.81 RSD,850,Nis
ORD_10762,2025-03-20,iPhone 15 Pro,Elektronika,1.0,1079.64 RSD,850,
ORD_10763,2025-09-09,Slusalice ANC,Periferije,3.0,109.87 RSD,50,Subotica
ORD_10764,2025-04-23,Kancelarijska Stolica,Namestaj,5.0,128.51 RSD,70,Kragujevac
ORD_10765,2025-10-06,iPhone 15 Pro,Elektronika,4.0,1156.77 RSD,850,Beograd
ORD_10766,2025-06-19,Samsung S24 Ultra,Elektronika,3.0,1303.24 RSD,900,Kragujevac
ORD_10767,2025-10-15,Dell Monitor 27,Elektronika,4.0,307.61 RSD,180,Subotica
ORD_10768,2025-08-17,HP Pavilion Gaming,Elektronika,3.0,872.5 RSD,680,Kragujevac
ORD_10769,2025-12-16,Samsung S24 Ultra,Elektronika,1.0,1318.53 RSD,900,Subotica
ORD_10770,2025-10-04,Mehanicka Tastatura,Periferije,,69.77 RSD,35,Kragujevac
ORD_10771,2026-02-16,Kancelarijska Stolica,Namestaj,5.0,152.89 RSD,70,Novi Sad
ORD_10772,2025-09-21,Samsung S24 Ultra,Elektronika,3.0,1138.15,900,Kragujevac
ORD_10773,2025-11-17,Dell Monitor 27,Elektronika,1.0,278.84,180,Beograd
ORD_10774,2025-04-16,Mehanicka Tastatura,Periferije,1.0,80.76 RSD,35,
ORD_10775,2026-01-18,Mehanicka Tastatura,Periferije,,70.4 RSD,35,
ORD_10776,2025-02-14,Kancelarijska Stolica,Namestaj,1.0,134.38,70,Novi Sad
ORD_10777,2025-10-22,Dell Monitor 27,Elektronika,1.0,298.34 RSD,180,Nis
ORD_10778,2025-11-19,Mehanicka Tastatura,Periferije,4.0,79.52 RSD,35,Nis
ORD_10779,2025-01-04,HP Pavilion Gaming,Elektronika,5.0,929.32 RSD,680,
ORD_10780,2025-12-25,Slusalice ANC,Periferije,1.0,108.77 RSD,50,Kragujevac
ORD_10781,2026-02-07,HP Pavilion Gaming,Elektronika,3.0,910.62 RSD,680,Novi Sad
ORD_10782,2025-07-22,Gaming Mis RGB,Periferije,,45.02 RSD,20,Beograd
ORD_10783,2025-03-11,Dell Monitor 27,Elektronika,2.0,275.74 RSD,180,Kragujevac
ORD_10784,2025-06-02,Radni Sto Podesivi,Namestaj,2.0,221.58 RSD,120,
ORD_10785,2025-10-11,Kancelarijska Stolica,Namestaj,1.0,154.75 RSD,70,Subotica
ORD_10786,2025-11-02,Laptop ASUS ZenBook,Elektronika,5.0,1063.35 RSD,750,Subotica
ORD_10787,2026-01-19,Radni Sto Podesivi,Namestaj,2.0,232.54 RSD,120,Beograd
ORD_10788,2025-03-14,Mehanicka Tastatura,Periferije,5.0,75.39 RSD,35,Novi Sad
ORD_10789,2025-04-03,Samsung S24 Ultra,Elektronika,1.0,1351.29 RSD,900,Subotica
ORD_10790,2025-11-27,Dell Monitor 27,Elektronika,4.0,264.2 RSD,180,Subotica
ORD_10791,2025-04-12,Radni Sto Podesivi,Namestaj,1.0,241.81 RSD,120,Novi Sad
ORD_10792,2025-12-10,Kancelarijska Stolica,Namestaj,2.0,142.68 RSD,70,Kragujevac
ORD_10793,2025-06-12,HP Pavilion Gaming,Elektronika,2.0,923.68 RSD,680,
ORD_10794,2025-03-20,Radni Sto Podesivi,Namestaj,5.0,213.41 RSD,120,Novi Sad
ORD_10795,2025-01-03,Mehanicka Tastatura,Periferije,2.0,81.95 RSD,35,
ORD_10796,2026-03-07,Mehanicka Tastatura,Periferije,3.0,82.91 RSD,35,Novi Sad
ORD_10797,2025-08-17,Gaming Mis RGB,Periferije,4.0,48.15 RSD,20,Kragujevac
ORD_10798,2025-11-27,HP Pavilion Gaming,Elektronika,2.0,939.86 RSD,680,Beograd
ORD_10799,2025-05-15,Dell Monitor 27,Elektronika,2.0,310.35 RSD,180,
ORD_10800,2026-03-11,HP Pavilion Gaming,Elektronika,,941.88 RSD,680,Kragujevac
ORD_10801,2026-01-29,Slusalice ANC,Periferije,4.0,96.86 RSD,50,Kragujevac
ORD_10802,2025-10-04,Radni Sto Podesivi,Namestaj,5.0,241.31 RSD,120,Novi Sad
ORD_10803,2026-01-31,Mehanicka Tastatura,Periferije,2.0,77.71 RSD,35,Beograd
ORD_10804,2025-09-19,Gaming Mis RGB,Periferije,5.0,46.74,20,Subotica
ORD_10805,2025-12-17,Samsung S24 Ultra,Elektronika,5.0,1296.48 RSD,900,Nis
ORD_10806,2025-10-17,iPhone 15 Pro,Elektronika,2.0,1244.25 RSD,850,Beograd
ORD_10807,2025-01-21,Gaming Mis RGB,Periferije,3.0,51.76 RSD,20,Subotica
ORD_10808,2025-04-30,Radni Sto Podesivi,Namestaj,3.0,235.04,120,Novi Sad
ORD_10809,2025-08-21,Mehanicka Tastatura,Periferije,,69.81 RSD,35,
ORD_10810,2025-12-27,Kancelarijska Stolica,Namestaj,1.0,157.05 RSD,70,Novi Sad
ORD_10811,2025-10-06,Radni Sto Podesivi,Namestaj,5.0,254.44 RSD,120,Nis
ORD_10812,2025-12-01,Kancelarijska Stolica,Namestaj,5.0,131.24 RSD,70,Novi Sad
ORD_10813,2025-09-22,Mehanicka Tastatura,Periferije,2.0,82.73 RSD,35,Novi Sad
ORD_10814,2025-11-06,Gaming Mis RGB,Periferije,4.0,51.2,20,Nis
ORD_10815,2025-02-09,iPhone 15 Pro,Elektronika,2.0,1144.52 RSD,850,Beograd
ORD_10816,2025-07-05,iPhone 15 Pro,Elektronika,2.0,1161.91 RSD,850,
ORD_10817,2026-02-20,Samsung S24 Ultra,Elektronika,4.0,1208.74 RSD,900,
ORD_10818,2025-04-18,Gaming Mis RGB,Periferije,4.0,43.05 RSD,20,Nis
ORD_10819,2025-01-23,Laptop ASUS ZenBook,Elektronika,2.0,1008.74 RSD,750,Beograd
ORD_10820,2025-10-21,Dell Monitor 27,Elektronika,1.0,303.17 RSD,180,Beograd
ORD_10821,2025-11-03,Dell Monitor 27,Elektronika,4.0,255.28 RSD,180,
ORD_10822,2025-04-21,Radni Sto Podesivi,Namestaj,1.0,229.17 RSD,120,Nis
ORD_10823,2026-03-02,iPhone 15 Pro,Elektronika,2.0,1115.56 RSD,850,Kragujevac
ORD_10824,2025-12-04,iPhone 15 Pro,Elektronika,5.0,1148.97 RSD,850,
ORD_10825,2025-11-02,Kancelarijska Stolica,Namestaj,4.0,155.1 RSD,70,Nis
ORD_10826,2025-01-09,iPhone 15 Pro,Elektronika,1.0,1103.12 RSD,850,Kragujevac
ORD_10827,2025-11-07,Mehanicka Tastatura,Periferije,2.0,73.55,35,Kragujevac
ORD_10828,2026-03-26,Slusalice ANC,Periferije,1.0,109.73 RSD,50,Subotica
ORD_10829,2025-12-04,HP Pavilion Gaming,Elektronika,4.0,893.42 RSD,680,Subotica
ORD_10830,2025-08-04,Mehanicka Tastatura,Periferije,,71.59 RSD,35,Kragujevac
ORD_10831,2026-02-15,Mehanicka Tastatura,Periferije,2.0,75.24 RSD,35,Novi Sad
ORD_10832,2025-02-20,Slusalice ANC,Periferije,5.0,96.6 RSD,50,Beograd
ORD_10833,2025-11-03,HP Pavilion Gaming,Elektronika,3.0,841.01 RSD,680,Beograd
ORD_10834,2025-10-23,Laptop ASUS ZenBook,Elektronika,1.0,1044.64 RSD,750,Nis
ORD_10835,2025-07-29,Samsung S24 Ultra,Elektronika,3.0,1213.92 RSD,900,
ORD_10836,2025-05-14,Slusalice ANC,Periferije,3.0,113.63 RSD,50,Novi Sad
